census,ID,Site,Rep,Lat,Long,Elevation,Gradient,Microsite,Nutrient,swc,Phacelia.surv,Plantago.surv,Salvia.surv,Phacelia,Plantago,Salvia,abundance,richness,proportional,Phacelia.biomass,Plantago.biomass,Salvia.biomass,phyto.biomass,,
initial,193,TejonRanch,13,34.876045,-118.602807,1117.434,3,open,Added,4.4,,,,0,0,15,15,1,15,,,,,,
initial,194,TejonRanch,14,34.876075,-118.602828,1117.63,3,shrub,Ambient,8.4,,,,0,0,1,1,1,1,,,,,,
initial,194,TejonRanch,14,34.876075,-118.602828,1117.63,3,open,Ambient,7.8,,,,2,0,8,10,2,5,,,,,,
initial,195,TejonRanch,15,34.876118,-118.60265,1117.164,3,shrub,Added,10.6,,,,0,0,1,1,1,1,,,,,,
initial,195,TejonRanch,15,34.876118,-118.60265,1117.164,3,open,Added,6,,,,0,0,0,0,0,0,,,,,,
initial,196,TejonRanch,16,34.876185,-118.602667,1117.714,3,shrub,Ambient,9.6,,,,0,5,2,7,2,3.5,,,,,,
initial,196,TejonRanch,16,34.876185,-118.602667,1117.714,3,open,Ambient,4,,,,0,0,0,0,0,0,,,,,,
initial,197,TejonRanch,17,34.876193,-118.602592,1117.742,3,shrub,Added,9.4,,,,1,0,0,1,1,1,,,,,,
initial,197,TejonRanch,17,34.876193,-118.602592,1117.742,3,open,Added,6.6,,,,0,0,0,0,0,0,,,,,,
initial,198,TejonRanch,18,34.876192,-118.602608,1118.209,3,shrub,Ambient,6.8,,,,0,3,5,8,2,4,,,,,,
initial,198,TejonRanch,18,34.876192,-118.602608,1118.209,3,open,Ambient,7.5,,,,0,0,0,0,0,0,,,,,,
initial,199,TejonRanch,19,34.876198,-118.602597,1118.088,3,shrub,Added,5,,,,1,1,0,2,2,1,,,,,,
initial,199,TejonRanch,19,34.876198,-118.602597,1118.088,3,open,Added,7.8,,,,0,0,2,2,1,2,,,,,,
initial,200,TejonRanch,20,34.876057,-118.602588,1117.556,3,shrub,Ambient,4.6,,,,0,0,8,8,1,8,,,,,,
initial,200,TejonRanch,20,34.876057,-118.602588,1117.556,3,open,Ambient,7.8,,,,0,0,0,0,0,0,,,,,,
initial,201,TejonRanch,21,34.87645998,-118.601776,1117.760864,3,shrub,Added,7.7,,,,0,0,0,0,0,0,,,,,,
initial,201,TejonRanch,21,34.87645998,-118.601776,1117.760864,3,open,Added,7.4,,,,1,0,0,1,1,1,,,,,,
initial,202,TejonRanch,22,34.87641103,-118.601735,1116.650513,3,shrub,Ambient,7.4,,,,0,0,2,2,1,2,,,,,,
initial,202,TejonRanch,22,34.87641103,-118.601735,1116.650513,3,open,Ambient,3,,,,0,0,0,0,0,0,,,,,,
initial,203,TejonRanch,23,34.87638102,-118.601754,1117.145142,3,shrub,Added,4.8,,,,1,1,0,2,2,1,,,,,,
initial,203,TejonRanch,23,34.87638102,-118.601754,1117.145142,3,open,Added,7.2,,,,0,0,0,0,0,0,,,,,,
initial,204,TejonRanch,24,34.87638697,-118.601762,1117.396973,3,shrub,Ambient,8.2,,,,1,0,0,1,1,1,,,,,,
initial,204,TejonRanch,24,34.87638697,-118.601762,1117.396973,3,open,Ambient,7,,,,0,1,0,1,1,1,,,,,,
initial,205,TejonRanch,25,34.87639803,-118.601776,1117.182373,3,shrub,Added,6.4,,,,4,0,3,7,2,3.5,,,,,,
initial,205,TejonRanch,25,34.87639803,-118.601776,1117.182373,3,open,Added,6.6,,,,0,0,0,0,0,0,,,,,,
initial,206,TejonRanch,26,34.87632503,-118.601904,1115.866821,3,shrub,Ambient,7.6,,,,0,1,2,3,2,1.5,,,,,,
initial,206,TejonRanch,26,34.87632503,-118.601904,1115.866821,3,open,Ambient,8.6,,,,0,0,0,0,0,0,,,,,,
initial,207,TejonRanch,27,34.87628102,-118.601907,1116.753174,3,shrub,Added,6.2,,,,1,1,1,3,3,1,,,,,,
initial,207,TejonRanch,27,34.87628102,-118.601907,1116.753174,3,open,Added,7,,,,0,0,2,2,1,2,,,,,,
initial,208,TejonRanch,28,34.87624599,-118.601965,1116.463989,3,shrub,Ambient,10.7,,,,0,0,2,2,1,2,,,,,,
initial,208,TejonRanch,28,34.87624599,-118.601965,1116.463989,3,open,Ambient,7.8,,,,0,0,7,7,1,7,,,,,,
initial,209,TejonRanch,29,34.87626501,-118.602047,1116.547974,3,shrub,Added,7.8,,,,0,1,2,3,2,1.5,,,,,,
initial,209,TejonRanch,29,34.87626501,-118.602047,1116.547974,3,open,Added,8.8,,,,0,4,1,5,2,2.5,,,,,,
initial,210,TejonRanch,30,34.87623299,-118.602041,1117.229004,3,shrub,Ambient,7.2,,,,0,0,0,0,0,0,,,,,,
initial,210,TejonRanch,30,34.87623299,-118.602041,1117.229004,3,open,Ambient,8,,,,0,0,0,0,0,0,,,,,,
